,year,district,DBN,School Name,average_score_SAT_math,average_score_SAT_reading,%_students_SAT_math_college_ready,%_students_SAT_reading_college_ready,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,%_ELL,%_disability,%_self_contained,economic_need_index,%_temp_housing,%_HRA_eligible,%_asian,%_black,%_hispanic,%_white,student_attendance_rate,%_chronically_absent,asian_count,white_count,black_count,hispanic_count,homeless_count,sat_math_college_ready_count,sat_reading_college_ready_count,sat_score,%_non_white
112,2019,7,07X500,Hostos-Lincoln Academy of Science,511.9,515.8,0.43,0.527,369,3.11,2.85,0.03,0.201,0.005,0.86,0.1,0.745,0.03,0.228,0.713,0.022000000000000002,0.9179999999999999,0.263,11.07,8.118,84.132,263.097,36.9,158.67,194.46300000000002,1027.6999999999998,94.10000000000001
113,2019,7,07X522,Bronx Design and Construction Academy,430.3,415.1,0.061,0.092,452,2.52,2.35,0.168,0.294,0.053,0.88,0.201,0.774,0.002,0.27699999999999997,0.6809999999999999,0.018000000000000002,0.807,0.494,0.904,8.136000000000001,125.20399999999998,307.81199999999995,90.852,27.572,41.583999999999996,845.4000000000001,95.8
114,2019,7,07X527,Bronx Leadership Academy II High School,451.3,434.0,0.136,0.19699999999999998,511,2.53,2.29,0.131,0.278,0.033,0.92,0.184,0.851,0.008,0.266,0.706,0.012,0.853,0.486,4.088,6.132000000000001,135.92600000000002,360.76599999999996,94.024,69.49600000000001,100.66699999999999,885.3,97.19999999999999
115,2019,7,07X548,Careers in Sports High School,432.4,436.0,0.028999999999999998,0.161,528,2.56,2.43,0.174,0.25,0.006,0.89,0.205,0.782,0.004,0.292,0.68,0.021,0.8220000000000001,0.522,2.112,11.088000000000001,154.176,359.04,108.24,15.312,85.008,868.4,97.2
116,2019,7,07X551,The Urban Assembly Bronx Academy of Letters,415.4,433.2,0.075,0.225,336,2.51,2.09,0.11900000000000001,0.28,0.086,0.93,0.14300000000000002,0.845,0.012,0.295,0.664,0.027000000000000003,0.807,0.622,4.032,9.072000000000001,99.11999999999999,223.104,48.048,25.2,75.60000000000001,848.5999999999999,95.89999999999999
117,2019,7,07X600,Alfred E. Smith Career and Technical Education Hig,414.7,422.4,0.039,0.165,455,2.42,2.21,0.193,0.27899999999999997,0.04,0.89,0.182,0.804,0.004,0.215,0.754,0.015,0.863,0.497,1.82,6.825,97.825,343.07,82.81,17.745,75.075,837.0999999999999,96.9
118,2019,7,07X670,Health Opportunities High School,434.2,442.8,0.066,0.222,497,2.55,2.26,0.13699999999999998,0.223,0.006,0.91,0.213,0.8190000000000001,0.008,0.374,0.586,0.008,0.8220000000000001,0.529,3.976,3.976,185.878,291.24199999999996,105.861,32.802,110.334,877.0,95.99999999999999
119,2019,8,08X269,Bronx Studio School for Writers and Artists,449.9,466.9,0.111,0.33299999999999996,351,2.69,2.28,0.1,0.248,0.006,0.91,0.16,0.835,0.009000000000000001,0.231,0.7440000000000001,0.013999999999999999,0.853,0.471,3.1590000000000003,4.914,81.081,261.14400000000006,56.160000000000004,38.961,116.88299999999998,916.8,97.50000000000001
120,2019,8,08X282,Women's Academy of Excellence,439.2,443.9,0.109,0.266,248,2.48,2.17,0.214,0.20199999999999999,,0.9,0.23,0.835,0.113,0.371,0.335,0.157,0.7909999999999999,0.583,28.024,38.936,92.008,83.08,57.04,27.032,65.968,883.0999999999999,70.6
121,2019,8,08X293,Renaissance High School for Musical Theater and th,439.2,453.2,0.067,0.317,460,2.63,2.34,0.059000000000000004,0.23,0.002,0.8,0.13,0.73,0.037000000000000005,0.243,0.65,0.063,0.833,0.512,17.020000000000003,28.98,111.78,299.0,59.800000000000004,30.82,145.82,892.4,89.3
122,2019,8,08X312,Millennium Art Academy,423.2,443.6,0.068,0.252,422,2.76,2.37,0.066,0.251,0.002,0.82,0.154,0.725,0.013999999999999999,0.275,0.6729999999999999,0.024,0.835,0.508,5.9079999999999995,10.128,116.05000000000001,284.006,64.988,28.696,106.344,866.8,94.8
123,2019,8,08X320,Pelham Lab High School,449.4,440.2,0.109,0.218,475,2.62,2.32,0.156,0.215,0.019,0.82,0.135,0.735,0.067,0.213,0.619,0.07400000000000001,0.8290000000000001,0.571,31.825000000000003,35.150000000000006,101.175,294.025,64.125,51.775,103.55,889.5999999999999,83.2
124,2019,8,08X348,Schuylerville Preparatory High School,428.4,443.1,0.08199999999999999,0.28600000000000003,360,2.64,2.34,0.14400000000000002,0.225,0.008,0.78,0.10300000000000001,0.6940000000000001,0.057999999999999996,0.28300000000000003,0.5579999999999999,0.083,0.833,0.538,20.88,29.880000000000003,101.88000000000001,200.87999999999997,37.080000000000005,29.519999999999996,102.96000000000001,871.5,84.1
125,2019,8,08X349,Bronx River High School,445.3,443.3,0.11599999999999999,0.242,425,2.53,2.34,0.162,0.249,0.021,0.85,0.139,0.7509999999999999,0.054000000000000006,0.228,0.638,0.054000000000000006,0.823,0.559,22.950000000000003,22.950000000000003,96.9,271.15,59.075,49.3,102.85,888.6,86.59999999999998
126,2019,8,08X367,"Archimedes Academy for Math, Science and Technolog",461.1,465.8,0.138,0.298,358,2.59,2.34,0.128,0.282,0.078,0.84,0.193,0.737,0.087,0.254,0.631,0.02,0.847,0.512,31.145999999999997,7.16,90.932,225.898,69.09400000000001,49.404,106.684,926.9000000000001,88.5
127,2019,8,08X376,Antonia Pantoja Preparatory Academy: A College Boa,427.1,447.1,0.033,0.295,233,2.55,2.1,0.155,0.305,0.009000000000000001,0.87,0.223,0.773,0.077,0.19699999999999998,0.691,0.013000000000000001,0.826,0.577,17.941,3.0290000000000004,45.900999999999996,161.003,51.959,7.689,68.735,874.2,88.80000000000001
128,2019,8,08X405,Herbert H. Lehman High School,471.8,457.9,0.17,0.258,794,2.76,2.52,0.128,0.247,0.07400000000000001,0.8,0.113,0.7240000000000001,0.14400000000000002,0.27,0.47600000000000003,0.09300000000000001,0.852,0.436,114.33600000000001,73.84200000000001,214.38000000000002,377.944,89.72200000000001,134.98000000000002,204.852,929.7,74.60000000000001
129,2019,8,08X432,Bronx Bridges High School,408.7,390.8,0.032,0.07400000000000001,329,1.96,1.97,0.8390000000000001,0.11599999999999999,0.003,0.98,0.261,0.802,0.128,0.046,0.7659999999999999,0.036000000000000004,0.845,0.557,42.112,11.844000000000001,15.134,252.01399999999998,85.869,10.528,24.346000000000004,799.5,81.19999999999999
130,2019,8,08X452,Gotham Collaborative High School,420.4,419.8,0.063,0.113,532,2.45,2.15,0.154,0.263,,0.91,0.207,0.838,0.092,0.305,0.585,0.009000000000000001,0.797,0.567,48.944,4.788,162.26,311.21999999999997,110.124,33.516,60.116,840.2,88.99999999999999
131,2019,8,08X530,Longwood Preparatory Academy,410.2,413.9,0.039,0.11800000000000001,342,2.39,2.07,0.175,0.292,0.003,0.91,0.222,0.833,0.009000000000000001,0.345,0.623,0.012,0.825,0.517,3.0780000000000003,4.104,117.99,213.066,75.924,13.338,40.356,824.0999999999999,96.8
132,2019,8,08X558,Westchester Square Academy,467.7,456.7,0.242,0.322,554,2.78,2.51,0.096,0.20600000000000002,0.002,0.75,0.121,0.65,0.065,0.244,0.569,0.11199999999999999,0.816,0.499,36.01,62.047999999999995,135.176,315.226,67.03399999999999,134.06799999999998,178.388,924.4,81.3
133,2019,8,08X559,School for Tourism and Hospitality,427.2,419.8,0.048,0.086,299,2.39,2.1,0.247,0.294,0.006999999999999999,0.94,0.29100000000000004,0.8490000000000001,0.006999999999999999,0.308,0.6559999999999999,0.02,0.7,0.718,2.093,5.98,92.092,196.14399999999998,87.00900000000001,14.352,25.714,847.0,96.39999999999999
134,2019,8,08X561,Bronx Compass High School,430.4,445.6,0.069,0.20800000000000002,381,2.66,2.4,0.10800000000000001,0.23399999999999999,0.021,0.87,0.17800000000000002,0.7929999999999999,0.042,0.281,0.638,0.021,0.836,0.559,16.002000000000002,8.001000000000001,107.061,243.078,67.81800000000001,26.289,79.248,876.0,91.9
135,2019,9,09X227,Bronx Collegiate Academy,439.5,454.2,0.109,0.327,388,2.57,2.25,0.191,0.21899999999999997,0.003,0.94,0.175,0.871,0.034,0.23199999999999998,0.7190000000000001,0.01,0.845,0.382,13.192,3.88,90.01599999999999,278.97200000000004,67.89999999999999,42.292,126.876,893.7,95.10000000000001
136,2019,9,09X231,Eagle Academy for Young Men,445.8,473.1,0.121,0.409,291,2.49,2.48,0.052000000000000005,0.23399999999999999,0.048,0.8,0.107,0.701,0.006999999999999999,0.55,0.405,0.017,0.8959999999999999,0.255,2.037,4.947,160.05,117.855,31.137,35.211,119.01899999999999,918.9000000000001,95.50000000000001
137,2019,9,09X241,Urban Assembly School for Applied Math and Science,473.8,456.1,0.23199999999999998,0.293,334,2.6,2.78,0.114,0.29600000000000004,,0.9,0.11699999999999999,0.802,,0.32,0.6679999999999999,0.006,0.852,0.436,,2.004,106.88,223.11199999999997,39.077999999999996,77.488,97.862,929.9000000000001,98.8
138,2019,9,09X250,Eximius College Preparatory Academy: A College Boa,433.0,440.2,0.078,0.27,430,2.77,2.52,0.086,0.256,,0.87,0.147,0.772,0.009000000000000001,0.321,0.653,,0.885,0.394,3.8700000000000006,,138.03,280.79,63.209999999999994,33.54,116.10000000000001,873.2,97.40000000000002
139,2019,9,09X252,Mott Hall Bronx High School,450.7,459.4,0.13699999999999998,0.353,379,2.68,2.47,0.111,0.22699999999999998,0.003,0.9,0.127,0.805,,0.261,0.715,0.011000000000000001,0.836,0.495,,4.1690000000000005,98.919,270.985,48.133,51.922999999999995,133.787,910.0999999999999,97.60000000000001
140,2019,9,09X260,Bronx Center for Science and Mathematics,527.5,526.0,0.455,0.618,448,3.05,2.97,0.057999999999999996,0.23399999999999999,0.038,0.83,0.11199999999999999,0.7190000000000001,0.067,0.205,0.6759999999999999,0.028999999999999998,0.9109999999999999,0.281,30.016000000000002,12.991999999999999,91.83999999999999,302.84799999999996,50.175999999999995,203.84,276.864,1053.5,88.1
141,2019,9,09X263,Validus Preparatory Academy,456.1,465.8,0.122,0.28600000000000003,361,2.53,2.28,0.152,0.27699999999999997,0.055,0.92,0.205,0.856,0.006,0.316,0.665,0.006,0.833,0.523,2.166,2.166,114.07600000000001,240.06500000000003,74.005,44.042,103.24600000000001,921.9000000000001,98.1
142,2019,9,09X297,Morris Academy for Collaborative Studies,432.5,440.3,0.107,0.25,409,2.54,2.25,0.171,0.27899999999999997,0.028999999999999998,0.91,0.156,0.8140000000000001,0.017,0.26899999999999996,0.6940000000000001,0.017,0.852,0.392,6.953,6.953,110.02099999999999,283.846,63.804,43.763,102.25,872.8,96.3
143,2019,9,09X324,Bronx Early College Academy for Teaching & Learnin,510.6,515.3,0.397,0.619,272,3.07,2.87,0.07400000000000001,0.154,,0.87,0.107,0.7759999999999999,0.044000000000000004,0.268,0.662,0.015,0.9,0.264,11.968000000000002,4.08,72.896,180.06400000000002,29.104,107.98400000000001,168.368,1025.9,93.00000000000001
144,2019,9,09X327,Comprehensive Model School Project M.S. 327,509.3,477.5,0.364,0.455,433,2.88,3.09,0.115,0.293,0.092,0.91,0.152,0.8220000000000001,0.002,0.20600000000000002,0.778,0.013999999999999999,0.855,0.513,0.866,6.061999999999999,89.19800000000001,336.874,65.816,157.612,197.01500000000001,986.8,98.39999999999999
145,2019,9,09X329,DreamYard Preparatory School,436.2,472.9,0.095,0.317,271,2.5,2.27,0.225,0.247,0.004,0.95,0.26899999999999996,0.856,0.006999999999999999,0.273,0.6940000000000001,0.018000000000000002,0.846,0.477,1.8969999999999998,4.878000000000001,73.983,188.074,72.89899999999999,25.745,85.907,909.0999999999999,96.7
146,2019,9,09X365,Academy for Language and Technology,400.1,392.2,0.040999999999999995,0.068,324,1.93,2.12,0.731,0.071,,0.99,0.645,0.821,,,1.0,,0.89,0.359,,,,324.0,208.98000000000002,13.283999999999999,22.032,792.3,
147,2019,9,09X403,Bronx International High School,395.4,385.9,0.011000000000000001,0.021,418,1.84,1.97,0.914,0.038,,0.99,0.38299999999999995,0.804,0.028999999999999998,0.127,0.809,0.031,0.7959999999999999,0.549,12.122,12.958,53.086,338.16200000000003,160.09399999999997,4.598000000000001,8.778,781.3,93.60000000000001
148,2019,9,09X404,School for Excellence,408.0,414.4,0.032,0.106,326,2.33,2.04,0.27,0.27899999999999997,,0.92,0.221,0.862,0.009000000000000001,0.285,0.6809999999999999,0.012,0.737,0.653,2.934,3.912,92.91,222.00599999999997,72.046,10.432,34.556,822.4,96.59999999999998
149,2019,9,09X412,Bronx High School of Business,406.4,419.3,0.017,0.155,275,2.36,2.09,0.382,0.22899999999999998,0.018000000000000002,0.96,0.26899999999999996,0.873,0.022000000000000002,0.2,0.738,0.022000000000000002,0.83,0.423,6.050000000000001,6.050000000000001,55.0,202.95,73.975,4.675000000000001,42.625,825.7,93.8
150,2019,9,09X413,Bronx High School for Medical Science,493.2,495.2,0.34299999999999997,0.5820000000000001,267,3.06,2.98,0.079,0.19899999999999998,0.079,0.89,0.071,0.809,0.071,0.243,0.637,0.026000000000000002,0.925,0.212,18.956999999999997,6.942,64.881,170.079,18.956999999999997,91.58099999999999,155.394,988.4,88.0
151,2019,9,09X505,"Bronx School for Law, Government and Justice",467.2,476.7,0.209,0.395,477,3.1,2.76,0.08199999999999999,0.205,0.027000000000000003,0.85,0.13,0.746,0.015,0.245,0.723,0.013000000000000001,0.895,0.348,7.154999999999999,6.2010000000000005,116.865,344.871,62.010000000000005,99.693,188.41500000000002,943.9,96.8
152,2019,9,09X517,Frederick Douglass Academy III Secondary School,430.8,433.6,0.09300000000000001,0.196,408,2.35,2.08,0.203,0.257,0.006999999999999999,0.92,0.265,0.846,0.012,0.434,0.522,0.017,0.7659999999999999,0.605,4.896,6.936000000000001,177.072,212.976,108.12,37.944,79.968,864.4000000000001,95.60000000000001
153,2019,9,09X525,Bronx Leadership Academy High School,404.8,418.3,0.006999999999999999,0.12,565,2.39,2.08,0.198,0.271,0.027999999999999997,0.94,0.21100000000000002,0.858,0.005,0.29600000000000004,0.667,0.013999999999999999,0.792,0.6,2.825,7.909999999999999,167.24,376.855,119.21500000000002,3.9549999999999996,67.8,823.1,96.3
154,2019,9,09X543,High School for Violin and Dance,402.1,400.9,,0.1,253,2.4,2.13,0.17800000000000002,0.316,0.051,0.93,0.233,0.8540000000000001,0.004,0.348,0.628,0.016,0.765,0.583,1.012,4.048,88.044,158.88400000000001,58.949000000000005,,25.3,803.0,97.6
155,2019,9,09X564,Claremont International HS,381.5,376.5,,0.012,361,1.84,1.96,0.845,0.07200000000000001,,0.99,0.45399999999999996,0.831,0.08900000000000001,0.188,0.679,0.044000000000000004,0.858,0.376,32.129000000000005,15.884000000000002,67.868,245.11900000000003,163.89399999999998,,4.332,758.0,86.7
156,2019,9,09X568,Young Women's Leadership School of the Bronx,495.5,504.7,0.313,0.625,285,3.07,3.06,0.046,0.18600000000000003,0.004,0.8,0.049,0.6809999999999999,0.027999999999999997,0.358,0.5720000000000001,0.011000000000000001,0.893,0.36,7.9799999999999995,3.1350000000000002,102.03,163.02,13.965,89.205,178.125,1000.2,93.0
157,2019,10,10X141,Riverdale / Kingsbridge Academy (Middle School / H,514.7,528.2,0.425,0.631,728,2.93,2.99,0.077,0.20600000000000002,0.081,0.51,0.084,0.42,0.076,0.102,0.573,0.242,0.924,0.209,55.327999999999996,176.176,74.256,417.14399999999995,61.152,309.4,459.368,1042.9,67.5
158,2019,10,10X213,Bronx Engineering and Technology Academy,443.9,453.4,0.092,0.28600000000000003,377,2.57,2.44,0.188,0.244,0.003,0.87,0.18,0.753,0.045,0.284,0.639,0.024,0.7879999999999999,0.525,16.965,9.048,107.06799999999998,240.903,67.86,34.684,107.82200000000002,897.3,92.3
159,2019,10,10X225,Theatre Arts Production Company School,454.2,468.4,0.122,0.415,348,2.72,2.43,0.075,0.25,0.026000000000000002,0.87,0.141,0.773,0.023,0.253,0.7070000000000001,0.017,0.8370000000000001,0.472,8.004,5.916,88.044,246.03600000000003,49.068,42.455999999999996,144.42,922.5999999999999,96.00000000000001
160,2019,10,10X237,"The Marie Curie School for Medicine, Nursing, and",434.3,455.7,0.075,0.325,430,2.64,2.33,0.128,0.235,0.012,0.86,0.177,0.7509999999999999,0.033,0.28800000000000003,0.623,0.037000000000000005,0.79,0.606,14.190000000000001,15.910000000000002,123.84000000000002,267.89,76.11,32.25,139.75,890.0,91.1
161,2019,10,10X243,West Bronx Academy for the Future,439.6,459.8,0.071,0.271,327,2.67,2.47,0.107,0.26,0.052000000000000005,0.93,0.171,0.835,0.031,0.162,0.7829999999999999,0.021,0.858,0.334,10.137,6.867,52.974000000000004,256.041,55.917,23.217,88.617,899.4000000000001,94.5
162,2019,10,10X264,Bronx Academy for Software Engineering (BASE),470.6,471.3,0.263,0.384,419,2.74,2.64,0.091,0.27899999999999997,0.076,0.8,0.11900000000000001,0.6729999999999999,0.06,0.27,0.616,0.033,0.8490000000000001,0.407,25.14,13.827,113.13000000000001,258.104,49.861000000000004,110.197,160.89600000000002,941.9000000000001,88.60000000000001
163,2019,10,10X268,Kingsbridge International High School,392.8,377.2,0.013999999999999999,0.013999999999999999,491,1.83,1.96,0.872,0.045,,0.98,0.41100000000000003,0.8109999999999999,0.033,0.033,0.902,0.026000000000000002,0.8590000000000001,0.454,16.203,12.766000000000002,16.203,442.882,201.80100000000002,6.874,6.874,770.0,93.5
164,2019,10,10X284,Bronx School of Law and Finance,413.8,421.5,0.038,0.114,369,2.55,2.34,0.217,0.214,0.024,0.89,0.20600000000000002,0.799,0.011000000000000001,0.22,0.7240000000000001,0.033,0.7859999999999999,0.604,4.059,12.177000000000001,81.18,267.156,76.01400000000001,14.022,42.066,835.3,94.39999999999999
165,2019,10,10X342,International School for Liberal Arts,417.1,411.9,0.028999999999999998,0.165,371,2.29,2.23,0.687,0.081,,0.98,0.375,0.8140000000000001,,0.003,0.997,,0.907,0.268,,,1.113,369.887,139.125,10.758999999999999,61.215,829.0,100.0
166,2019,10,10X351,Bronx Collaborative High School,428.7,454.8,0.099,0.264,587,2.7,2.44,0.191,0.23,0.002,0.86,0.191,0.77,0.034,0.28800000000000003,0.63,0.034,0.757,0.659,19.958000000000002,19.958000000000002,169.056,369.81,112.117,58.113,154.96800000000002,883.5,91.8
167,2019,10,10X353,World View High School,413.1,409.3,0.073,0.21100000000000002,551,2.75,2.6,0.25,0.18,,0.81,0.16699999999999998,0.695,0.011000000000000001,0.23199999999999998,0.7170000000000001,0.006999999999999999,0.912,0.288,6.061000000000001,3.8569999999999998,127.832,395.06700000000006,92.017,40.223,116.26100000000001,822.4000000000001,94.90000000000002
168,2019,10,10X368,In-Tech Academy (M.S. / High School 368),487.7,496.6,0.33299999999999996,0.546,542,2.92,2.57,0.127,0.23199999999999998,0.039,0.78,0.09,0.69,0.05,0.09,0.7929999999999999,0.048,0.917,0.27,27.1,26.016000000000002,48.78,429.806,48.78,180.486,295.932,984.3,88.3
169,2019,10,10X374,Knowledge and Power Preparatory Academy Internatio,461.9,472.5,0.179,0.366,464,2.84,2.68,0.11,0.25,0.017,0.85,0.12300000000000001,0.7609999999999999,0.022000000000000002,0.265,0.664,0.027999999999999997,0.85,0.448,10.208,12.991999999999999,122.96000000000001,308.096,57.072,83.056,169.82399999999998,934.4,92.9
170,2019,10,10X433,High School for Teaching and the Professions,404.1,413.4,0.06,0.18,414,2.55,2.34,0.263,0.237,0.005,0.93,0.242,0.821,0.027000000000000003,0.145,0.7709999999999999,0.046,0.8490000000000001,0.481,11.178,19.044,60.029999999999994,319.19399999999996,100.188,24.84,74.52,817.5,91.59999999999998
171,2019,10,10X434,Belmont Preparatory High School,446.3,462.9,0.138,0.368,390,2.7,2.53,0.121,0.233,0.038,0.85,0.12300000000000001,0.764,0.046,0.218,0.71,0.013000000000000001,0.889,0.287,17.94,5.07,85.02,276.9,47.970000000000006,53.82000000000001,143.52,909.2,92.79999999999998
172,2019,10,10X437,Fordham High School for the Arts,499.5,498.3,0.40299999999999997,0.597,319,3.05,2.81,0.038,0.223,0.006,0.81,0.1,0.7020000000000001,0.016,0.39799999999999996,0.555,0.022000000000000002,0.9109999999999999,0.253,5.104,7.018000000000001,126.96199999999999,177.04500000000002,31.900000000000002,128.557,190.44299999999998,997.8,95.3
173,2019,10,10X438,Fordham Leadership Academy,435.7,450.0,0.06,0.313,352,2.52,2.26,0.19899999999999998,0.24100000000000002,0.003,0.9,0.159,0.7979999999999999,0.027999999999999997,0.256,0.696,0.013999999999999999,0.9440000000000001,0.139,9.855999999999998,4.927999999999999,90.112,244.992,55.968,21.119999999999997,110.176,885.7,95.2
174,2019,10,10X439,Bronx High School for Law and Community Service,459.3,467.1,0.18100000000000002,0.45799999999999996,402,2.75,2.46,0.129,0.256,0.032,0.88,0.152,0.813,0.012,0.27399999999999997,0.667,0.025,0.873,0.421,4.824,10.05,110.14799999999998,268.134,61.104,72.76200000000001,184.11599999999999,926.4000000000001,94.1
175,2019,10,10X440,DeWitt Clinton High School,455.5,455.5,0.19699999999999998,0.315,1119,2.76,2.53,0.14800000000000002,0.18899999999999997,0.018000000000000002,0.84,0.171,0.737,0.106,0.318,0.52,0.032,0.821,0.479,118.61399999999999,35.808,355.842,581.88,191.34900000000002,220.44299999999998,352.485,911.0,83.8
176,2019,10,10X442,"Celia Cruz Bronx High School of Music, The",447.3,476.8,0.16699999999999998,0.531,421,2.97,2.74,0.057,0.23800000000000002,,0.78,0.11599999999999999,0.677,0.013999999999999999,0.266,0.66,0.013999999999999999,0.9159999999999999,0.286,5.893999999999999,5.893999999999999,111.986,277.86,48.836,70.30699999999999,223.55100000000002,924.1,92.6
177,2019,10,10X445,The Bronx High School of Science,756.7,700.1,0.938,0.937,3016,4.1,4.33,,0.015,,0.39,0.015,0.294,0.648,0.027000000000000003,0.071,0.222,0.9670000000000001,0.076,1954.3680000000002,669.552,81.43200000000002,214.13599999999997,45.239999999999995,2829.008,2825.992,1456.8000000000002,9.799999999999999
178,2019,10,10X477,Marble Hill High School for International Studies,511.4,509.0,0.414,0.622,448,2.89,2.9,0.297,0.134,,0.86,0.205,0.725,0.138,0.15,0.65,0.047,0.93,0.193,61.824000000000005,21.056,67.2,291.2,91.83999999999999,185.47199999999998,278.656,1020.4,80.0
179,2019,10,10X524,Crotona International High School,379.8,362.0,0.023,,333,1.73,1.85,0.958,0.054000000000000006,,0.99,0.39299999999999996,0.778,0.045,0.06,0.877,0.018000000000000002,0.884,0.264,14.985,5.994000000000001,19.98,292.041,130.869,7.659,,741.8,93.7
180,2019,10,10X546,Bronx Theatre High School,417.3,441.1,0.038,0.228,347,2.61,2.18,0.057999999999999996,0.233,0.012,0.91,0.196,0.816,0.012,0.32299999999999995,0.622,0.026000000000000002,0.804,0.565,4.164,9.022,112.08099999999999,215.834,68.012,13.186,79.116,858.4000000000001,94.5
181,2019,10,10X549,Discovery High School,462.7,448.8,0.16699999999999998,0.275,489,2.55,2.31,0.254,0.252,0.006,0.91,0.192,0.8,0.045,0.166,0.763,0.022000000000000002,0.8909999999999999,0.256,22.005,10.758000000000001,81.174,373.107,93.888,81.663,134.47500000000002,911.5,92.9
182,2019,10,10X565,High School for Energy and Technology,433.3,434.5,0.095,0.2,406,2.56,2.35,0.14300000000000002,0.271,0.022000000000000002,0.89,0.18,0.7929999999999999,0.039,0.239,0.7020000000000001,0.012,0.831,0.51,15.834,4.872,97.03399999999999,285.012,73.08,38.57,81.2,867.8,94.1
183,2019,10,10X696,High School of American Studies at Lehman College,715.5,710.7,0.86,0.86,411,4.09,4.26,,0.027000000000000003,0.002,0.26,0.019,0.168,0.21899999999999997,0.039,0.105,0.586,0.961,0.09,90.00899999999999,240.84599999999998,16.029,43.155,7.809,353.46,353.46,1426.2,14.399999999999999
184,2019,11,11X249,Bronx Health Sciences High School,494.3,502.3,0.23399999999999999,0.638,295,2.84,2.64,0.047,0.115,0.003,0.71,0.11199999999999999,0.59,0.064,0.556,0.322,0.037000000000000005,0.9440000000000001,0.164,18.88,10.915000000000001,164.02,94.99000000000001,33.04,69.03,188.21,996.6,87.8
185,2019,11,11X253,Bronx High School for Writing and Communication Ar,416.6,430.4,0.021,0.179,317,2.54,2.23,0.155,0.237,,0.82,0.174,0.688,0.047,0.47600000000000003,0.442,0.022000000000000002,0.8420000000000001,0.395,14.899000000000001,6.974000000000001,150.89200000000002,140.114,55.157999999999994,6.657,56.742999999999995,847.0,91.80000000000001
186,2019,11,11X265,Bronx Lab School,424.1,437.4,0.059000000000000004,0.20800000000000002,371,2.52,2.25,0.154,0.305,0.059000000000000004,0.9,0.18100000000000002,0.825,0.027000000000000003,0.348,0.563,0.032,0.8059999999999999,0.49,10.017000000000001,11.872,129.108,208.873,67.15100000000001,21.889000000000003,77.168,861.5,91.1
187,2019,11,11X270,Academy for Scholarship and Entrepreneurship: A Co,423.4,435.5,0.057,0.18899999999999997,368,2.53,2.24,0.052000000000000005,0.226,0.035,0.78,0.163,0.696,0.016,0.6409999999999999,0.304,0.019,0.84,0.497,5.888,6.992,235.88799999999998,111.872,59.984,20.976,69.55199999999999,858.9,94.5
188,2019,11,11X275,High School of Computers and Technology,451.4,464.7,0.14800000000000002,0.38,542,2.72,2.56,0.081,0.258,0.03,0.84,0.168,0.7340000000000001,0.081,0.35200000000000004,0.535,0.015,0.871,0.323,43.902,8.129999999999999,190.78400000000002,289.97,91.05600000000001,80.21600000000001,205.96,916.0999999999999,88.7
189,2019,11,11X288,Collegiate Institute for Math and Science,525.0,526.1,0.46799999999999997,0.7240000000000001,607,3.19,3.12,0.033,0.18100000000000002,0.015,0.72,0.064,0.603,0.114,0.34299999999999997,0.40399999999999997,0.11900000000000001,0.888,0.285,69.19800000000001,72.233,208.201,245.22799999999998,38.848,284.07599999999996,439.4680000000001,1051.1,74.69999999999999
190,2019,11,11X290,Bronx Academy of Health Careers,418.1,416.2,0.083,0.19,359,2.61,2.29,0.131,0.214,,0.86,0.223,0.7440000000000001,0.039,0.418,0.518,0.011000000000000001,0.9,0.326,14.001,3.9490000000000003,150.06199999999998,185.96200000000002,80.057,29.797,68.21,834.3,93.60000000000001
191,2019,11,11X299,Astor Collegiate Academy,453.2,463.4,0.19399999999999998,0.435,500,2.75,2.56,0.076,0.23,0.012,0.75,0.102,0.636,0.08,0.276,0.49,0.122,0.838,0.425,40.0,61.0,138.0,245.0,51.0,96.99999999999999,217.5,916.5999999999999,76.6
192,2019,11,11X418,Bronx High School for the Visual Arts,423.7,438.6,0.043,0.248,461,2.69,2.33,0.061,0.29100000000000004,,0.79,0.121,0.685,0.037000000000000005,0.26899999999999996,0.588,0.095,0.835,0.516,17.057000000000002,43.795,124.00899999999999,271.068,55.781,19.822999999999997,114.328,862.3,85.69999999999999
193,2019,11,11X455,Harry S Truman High School,444.6,456.2,0.106,0.253,2081,2.62,2.3,0.084,0.254,0.11,0.76,0.159,0.665,0.032,0.5,0.42,0.031,0.89,0.253,66.592,64.511,1040.5,874.02,330.879,220.58599999999998,526.493,900.8,92.0
194,2019,11,11X508,Bronxdale High School,446.2,466.0,0.11699999999999999,0.396,459,2.81,2.53,0.068,0.233,0.002,0.76,0.113,0.643,0.05,0.281,0.5710000000000001,0.083,0.846,0.514,22.950000000000003,38.097,128.979,262.08900000000006,51.867000000000004,53.702999999999996,181.764,912.2,85.20000000000002
195,2019,11,11X509,High School of Language and Innovation,422.6,410.2,0.105,0.147,379,2.03,2.17,0.802,0.045,0.005,0.98,0.26899999999999996,0.815,0.201,0.057999999999999996,0.5379999999999999,0.187,0.902,0.338,76.179,70.873,21.982,203.90199999999996,101.95099999999998,39.795,55.712999999999994,832.8,59.59999999999999
