year,district,DBN,school_name,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,%_ELL,%_disability,%_self_contained,economic_need_index,%_temp_housing,%_HRA_eligible,%_asian,%_black,%_hispanic,%_white,student_attendance_rate,%_chronically_absent
2017,10,10X141,Riverdale / Kingsbridge Academy (Middle School / H,707,2.93,2.81,0.058,0.215,0.076,0.421,0.069,0.274,0.078,0.096,0.588,0.235,0.920,0.248
2017,10,10X213,Bronx Engineering and Technology Academy,403,2.48,2.29,0.134,0.251,0.000,0.785,0.156,0.581,0.040,0.288,0.635,0.025,0.817,0.538
2017,10,10X225,Theatre Arts Production Company School,414,2.66,2.28,0.063,0.263,0.014,0.791,0.111,0.630,0.012,0.290,0.659,0.017,0.853,0.450
2017,10,10X237,"The Marie Curie School for Medicine, Nursing, and",533,2.54,2.19,0.126,0.205,0.019,0.765,0.150,0.597,0.032,0.325,0.587,0.032,0.820,0.531
2017,10,10X243,West Bronx Academy for the Future,333,2.54,2.22,0.099,0.276,0.030,0.815,0.114,0.652,0.018,0.159,0.799,0.021,0.836,0.467
2017,10,10X264,Bronx Academy for Software Engineering (BASE),436,2.72,2.54,0.062,0.278,0.076,0.683,0.122,0.466,0.069,0.289,0.592,0.025,0.882,0.313
2017,10,10X268,Kingsbridge International High School,487,1.87,1.90,0.877,0.043,0.002,0.950,0.437,0.478,0.064,0.033,0.862,0.037,0.871,0.397
2017,10,10X284,Bronx School of Law and Finance,394,2.53,2.19,0.168,0.244,0.051,0.805,0.160,0.609,0.015,0.277,0.678,0.020,0.802,0.556
2017,10,10X342,International School for Liberal Arts,387,2.17,2.15,0.664,0.070,0.003,0.906,0.349,0.522,0.000,0.003,0.995,0.003,0.914,0.199
2017,10,10X351,Bronx Collaborative High School,488,2.58,2.28,0.201,0.217,0.006,0.802,0.184,0.557,0.020,0.309,0.607,0.035,0.802,0.555
2017,10,10X353,World View High School,449,2.60,2.31,0.316,0.180,0.022,0.802,0.183,0.535,0.009,0.238,0.717,0.013,0.887,0.344
2017,10,10X368,In-Tech Academy (M.S. / High School 368),486,2.81,2.35,0.101,0.202,0.019,0.694,0.111,0.521,0.029,0.101,0.807,0.051,0.905,0.263
2017,10,10X374,Knowledge and Power Preparatory Academy Internatio,473,2.71,2.41,0.133,0.254,0.008,0.776,0.131,0.567,0.030,0.294,0.632,0.023,0.878,0.361
2017,10,10X433,High School for Teaching and the Professions,462,2.50,2.15,0.201,0.249,0.009,0.825,0.147,0.626,0.022,0.173,0.762,0.028,0.817,0.512
2017,10,10X434,Belmont Preparatory High School,412,2.64,2.33,0.090,0.211,0.051,0.748,0.097,0.541,0.029,0.265,0.687,0.012,0.892,0.335
2017,10,10X437,Fordham High School for the Arts,375,2.86,2.47,0.027,0.187,0.003,0.747,0.125,0.563,0.013,0.349,0.592,0.019,0.909,0.261
2017,10,10X438,Fordham Leadership Academy for Business and Techno,349,2.35,2.09,0.201,0.287,0.037,0.819,0.163,0.628,0.020,0.261,0.685,0.032,0.902,0.276
2017,10,10X439,Bronx High School for Law and Community Service,423,2.57,2.19,0.144,0.274,0.026,0.811,0.175,0.645,0.021,0.251,0.686,0.024,0.817,0.550
2017,10,10X440,DeWitt Clinton High School,1476,2.67,2.37,0.243,0.159,0.038,0.781,0.175,0.523,0.089,0.318,0.532,0.037,0.844,0.435
2017,10,10X442,"Celia Cruz Bronx High School of Music, The",428,2.81,2.44,0.049,0.194,0.000,0.745,0.126,0.572,0.021,0.243,0.687,0.009,0.905,0.315
2017,10,10X445,Bronx High School of Science,2979,4.08,4.28,0.000,0.009,0.000,0.287,0.013,0.149,0.643,0.024,0.061,0.251,0.967,0.060
2017,10,10X477,Marble Hill High School for International Studies,429,2.83,2.71,0.296,0.114,0.000,0.793,0.168,0.492,0.096,0.217,0.632,0.051,0.930,0.187
2017,10,10X524,Crotona International High School,341,1.78,1.86,0.924,0.053,0.000,0.937,0.287,0.378,0.018,0.082,0.859,0.029,0.832,0.472
2017,10,10X546,Bronx Theatre High School,395,2.56,2.09,0.096,0.233,0.015,0.818,0.180,0.668,0.010,0.311,0.648,0.015,0.781,0.642
2017,10,10X549,Discovery High School,487,2.48,2.14,0.166,0.287,0.023,0.814,0.185,0.598,0.027,0.170,0.758,0.031,0.882,0.227
2017,10,10X565,High School for Energy and Technology,412,2.47,2.20,0.136,0.243,0.036,0.818,0.163,0.663,0.036,0.228,0.704,0.005,0.833,0.474
2017,10,10X696,High School of American Studies at Lehman College,377,4.08,4.17,0.000,0.027,0.000,0.213,0.016,0.093,0.218,0.037,0.130,0.568,0.968,0.045
2017,11,11X249,Bronx Health Sciences High School,322,2.77,2.45,0.065,0.118,0.047,0.621,0.112,0.447,0.093,0.450,0.366,0.028,0.928,0.187
2017,11,11X253,Bronx High School for Writing and Communication Ar,317,2.54,2.07,0.120,0.259,0.006,0.712,0.158,0.498,0.038,0.457,0.461,0.025,0.813,0.514
2017,11,11X265,Bronx Lab School,415,2.41,2.06,0.123,0.272,0.053,0.770,0.130,0.588,0.027,0.429,0.501,0.027,0.808,0.553
2017,11,11X270,Academy for Scholarship and Entrepreneurship: A Co,370,2.43,2.07,0.070,0.222,0.019,0.685,0.116,0.524,0.035,0.616,0.297,0.022,0.809,0.567
2017,11,11X275,High School of Computers and Technology,525,2.61,2.38,0.067,0.259,0.000,0.733,0.133,0.564,0.063,0.349,0.550,0.019,0.872,0.259
2017,11,11X288,Collegiate Institute for Math and Science,637,3.13,2.86,0.031,0.177,0.031,0.616,0.080,0.422,0.118,0.334,0.421,0.104,0.898,0.316
2017,11,11X290,Bronx Academy of Health Careers,427,2.49,2.15,0.112,0.227,0.012,0.784,0.171,0.609,0.047,0.370,0.536,0.021,0.877,0.357
2017,11,11X299,Astor Collegiate Academy,500,2.69,2.38,0.056,0.242,0.012,0.625,0.108,0.448,0.058,0.320,0.468,0.122,0.858,0.409
2017,11,11X418,Bronx High School for the Visual Arts,471,2.59,2.16,0.042,0.301,0.038,0.687,0.110,0.499,0.028,0.293,0.573,0.102,0.842,0.454
2017,11,11X455,Harry S Truman High School,2023,2.52,2.15,0.070,0.253,0.107,0.648,0.134,0.484,0.026,0.505,0.427,0.030,0.903,0.233
2017,11,11X508,Bronxdale High School,445,2.64,2.30,0.076,0.216,0.002,0.711,0.126,0.521,0.036,0.297,0.582,0.072,0.842,0.458
2017,11,11X509,High School of Language and Innovation,359,2.05,2.01,0.822,0.039,0.003,0.938,0.253,0.370,0.175,0.092,0.557,0.153,0.872,0.364
2017,11,11X513,New World High School,400,2.05,2.02,0.665,0.055,0.005,0.889,0.238,0.463,0.115,0.135,0.625,0.090,0.926,0.240
2017,11,11X514,The Bronxwood Preparatory Academy,402,2.49,2.05,0.070,0.204,0.022,0.619,0.132,0.405,0.040,0.672,0.259,0.015,0.906,0.244
2017,11,11X542,Pelham Preparatory Academy,493,2.84,2.50,0.039,0.209,0.014,0.615,0.099,0.440,0.059,0.298,0.517,0.097,0.904,0.296
2017,11,11X544,High School for Contemporary Arts,476,2.53,2.09,0.105,0.282,0.086,0.758,0.162,0.557,0.017,0.342,0.616,0.011,0.856,0.383
2017,11,11X545,Bronx Aerospace High School,360,2.38,2.10,0.164,0.289,0.003,0.726,0.189,0.506,0.042,0.347,0.561,0.031,0.822,0.464
2017,12,12X242,Mott Hall V,365,2.73,2.44,0.085,0.227,0.060,0.779,0.063,0.584,0.036,0.164,0.775,0.008,0.878,0.410
2017,12,12X248,"Metropolitan High School, The",436,2.30,2.03,0.227,0.303,0.046,0.837,0.193,0.626,0.014,0.255,0.709,0.007,0.758,0.690
2017,12,12X251,Explorations Academy,344,2.34,2.10,0.209,0.262,0.003,0.829,0.183,0.637,0.015,0.256,0.715,0.012,0.808,0.549
2017,12,12X267,Bronx Latin,328,2.67,2.41,0.119,0.238,0.000,0.816,0.125,0.655,0.015,0.186,0.796,0.003,0.899,0.336
2017,12,12X271,East Bronx Academy for the Future,409,2.44,2.07,0.110,0.328,0.073,0.861,0.181,0.685,0.010,0.259,0.716,0.005,0.794,0.596
2017,12,12X372,Urban Assembly School for Wildlife Conservation,368,2.56,2.25,0.111,0.255,0.041,0.824,0.160,0.625,0.011,0.239,0.720,0.014,0.790,0.626
2017,12,12X388,Pan American International High School at Monroe,456,1.80,1.77,0.908,0.026,0.002,0.958,0.300,0.325,0.000,0.000,1.000,0.000,0.877,0.368
2017,12,12X478,The Cinema School,310,2.99,2.68,0.074,0.161,0.023,0.752,0.090,0.594,0.023,0.210,0.716,0.026,0.887,0.434
2017,12,12X479,Bronx Career and College Preparatory High School,296,2.40,2.06,0.182,0.287,0.003,0.857,0.267,0.659,0.010,0.402,0.554,0.017,0.762,0.551
2017,12,12X511,Bronx Envision Academy,401,2.49,2.15,0.122,0.234,0.017,0.818,0.195,0.608,0.022,0.334,0.601,0.020,0.812,0.498
2017,12,12X521,The Metropolitan Soundview High School,423,2.36,2.11,0.139,0.236,0.028,0.818,0.161,0.652,0.033,0.258,0.676,0.019,0.791,0.557
2017,12,12X550,High School of World Cultures,440,1.99,1.88,0.875,0.016,0.000,0.953,0.270,0.318,0.102,0.068,0.782,0.030,0.796,0.505
2017,12,12X682,Fannie Lou Hamer Freedom High School,483,2.36,2.03,0.116,0.284,0.099,0.823,0.176,0.644,0.004,0.284,0.696,0.002,0.799,0.622
2017,12,12X684,Wings Academy,489,2.37,2.06,0.051,0.249,0.004,0.825,0.157,0.683,0.008,0.589,0.374,0.008,0.807,0.547
2017,12,12X692,Monroe Academy for Visual Arts & Design,352,2.21,1.96,0.278,0.298,0.082,0.843,0.168,0.645,0.009,0.173,0.776,0.017,0.810,0.532
2017,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,294,2.62,2.14,0.027,0.194,0.014,0.751,0.133,0.561,0.014,0.684,0.259,0.007,0.763,0.718
2017,13,13K350,Urban Assembly School for Music and Art,268,2.57,2.12,0.019,0.243,0.004,0.731,0.153,0.549,0.007,0.780,0.187,0.015,0.813,0.507
2017,13,13K412,"Brooklyn Community High School of Communication, A",410,2.58,2.13,0.039,0.241,0.022,0.756,0.115,0.610,0.012,0.741,0.215,0.005,0.821,0.499
2017,13,13K419,"Science Skills Center High School for Science, Tec",544,2.78,2.47,0.046,0.160,0.006,0.659,0.097,0.460,0.061,0.706,0.178,0.033,0.925,0.201
2017,13,13K430,Brooklyn Technical High School,5682,3.99,4.18,0.000,0.017,0.001,0.419,0.019,0.257,0.614,0.070,0.073,0.222,0.964,0.077
2017,13,13K439,Brooklyn International High School,361,1.92,2.15,0.801,0.042,0.003,0.875,0.152,0.357,0.280,0.202,0.371,0.147,0.922,0.241
2017,13,13K483,The Urban Assembly School for Law and Justice,460,2.83,2.47,0.017,0.165,0.000,0.571,0.059,0.407,0.026,0.680,0.243,0.015,0.907,0.295
2017,13,13K499,ACORN Community High School,262,2.47,2.07,0.050,0.302,0.011,0.731,0.172,0.508,0.019,0.790,0.149,0.027,0.798,0.530
2017,13,13K527,Urban Assembly Institute of Math and Science for Y,321,2.66,2.23,0.065,0.181,0.003,0.661,0.078,0.495,0.047,0.726,0.115,0.100,0.872,0.408
2017,13,13K595,Bedford Academy High School,358,3.30,2.94,0.003,0.112,0.000,0.499,0.039,0.321,0.036,0.791,0.098,0.022,0.930,0.197
2017,13,13K605,George Westinghouse Career and Technical Education,690,2.64,2.31,0.020,0.206,0.035,0.664,0.096,0.484,0.041,0.709,0.213,0.023,0.878,0.416
2017,13,13K670,Benjamin Banneker Academy,896,3.33,3.02,0.006,0.132,0.011,0.558,0.055,0.369,0.036,0.829,0.098,0.007,0.880,0.410
2017,13,13K674,"City Polytechnic High School of Engineering, Archi",449,2.95,2.77,0.016,0.185,0.004,0.559,0.060,0.390,0.062,0.713,0.174,0.029,0.893,0.273
2017,14,14K071,Juan Morel Campos Secondary School,374,2.28,2.01,0.241,0.270,0.024,0.835,0.158,0.618,0.008,0.144,0.797,0.037,0.865,0.426
2017,14,14K449,"Brooklyn Latin School, The",724,3.92,4.05,0.000,0.030,0.000,0.404,0.026,0.217,0.459,0.145,0.135,0.134,0.933,0.238
2017,14,14K454,Green School: An Academy for Environmental Careers,244,2.41,2.11,0.336,0.230,0.012,0.813,0.197,0.492,0.008,0.299,0.664,0.016,0.845,0.513
2017,14,14K474,PROGRESS High School for Professional Careers,886,2.49,2.16,0.146,0.207,0.035,0.764,0.114,0.563,0.003,0.368,0.599,0.014,0.841,0.428
2017,14,14K477,School for Legal Studies,432,2.49,2.14,0.243,0.192,0.002,0.828,0.178,0.581,0.007,0.435,0.532,0.012,0.774,0.610
2017,14,14K478,"The High School for Enterprise, Business and Techn",934,2.59,2.36,0.095,0.202,0.005,0.716,0.101,0.514,0.032,0.348,0.582,0.021,0.852,0.392
2017,14,14K488,Brooklyn Preparatory High School,526,2.86,2.46,0.021,0.165,0.008,0.647,0.068,0.481,0.021,0.506,0.441,0.013,0.859,0.418
2017,14,14K558,Williamsburg High School for Architecture and Desi,565,2.74,2.47,0.025,0.253,0.005,0.646,0.097,0.457,0.025,0.313,0.596,0.051,0.911,0.256
2017,14,14K561,Williamsburg Preparatory School,686,2.86,2.55,0.034,0.179,0.003,0.673,0.060,0.496,0.025,0.169,0.706,0.093,0.900,0.305
2017,14,14K586,Lyons Community School,347,2.45,2.03,0.133,0.222,0.003,0.815,0.167,0.622,0.014,0.346,0.611,0.026,0.807,0.589
2017,14,14K610,Automotive High School,337,2.37,2.11,0.104,0.318,0.089,0.720,0.142,0.558,0.036,0.490,0.421,0.030,0.805,0.509
2017,14,14K614,Young Women's Leadership School of Brooklyn,238,2.86,2.46,0.067,0.160,0.004,0.702,0.105,0.525,0.038,0.542,0.307,0.071,0.884,0.340
2017,14,14K632,Frances Perkins Academy,114,2.43,2.10,0.026,0.316,0.009,0.785,0.158,0.623,0.009,0.667,0.263,0.035,0.853,0.431
2017,14,14K685,El Puente Academy for Peace and Justice,242,2.48,2.10,0.157,0.252,0.004,0.786,0.112,0.579,0.004,0.095,0.855,0.012,0.818,0.502
2017,15,15K429,Digital Arts and Cinema Technology High School,161,2.66,2.27,0.031,0.248,0.006,0.765,0.075,0.609,0.037,0.590,0.342,0.031,0.891,0.448
2017,15,15K448,Brooklyn Secondary School for Collaborative Studie,405,2.74,2.27,0.057,0.299,0.000,0.608,0.081,0.422,0.032,0.375,0.491,0.081,0.836,0.466
2017,15,15K462,John Jay School for Law,421,2.74,2.33,0.031,0.143,0.000,0.651,0.100,0.489,0.012,0.689,0.240,0.029,0.854,0.473
2017,15,15K463,Secondary School for Journalism,236,2.70,2.33,0.123,0.199,0.000,0.664,0.106,0.458,0.072,0.487,0.373,0.055,0.835,0.528
2017,15,15K464,Park Slope Collegiate,414,2.58,2.27,0.087,0.196,0.002,0.630,0.075,0.454,0.060,0.423,0.423,0.063,0.870,0.363
2017,15,15K497,The Boerum Hill School for International Studies,295,2.70,2.38,0.102,0.166,0.014,0.670,0.088,0.502,0.058,0.492,0.325,0.092,0.802,0.633
2017,15,15K519,Cobble Hill School of American Studies,598,2.67,2.26,0.082,0.211,0.003,0.697,0.119,0.513,0.033,0.630,0.268,0.028,0.803,0.508
2017,15,15K592,Khalil Gibran International Academy,268,2.54,2.25,0.381,0.142,0.000,0.753,0.134,0.418,0.168,0.358,0.063,0.366,0.845,0.421
2017,15,15K656,Brooklyn High School of the Arts,866,3.02,2.58,0.013,0.143,0.042,0.570,0.067,0.395,0.027,0.691,0.219,0.023,0.920,0.211
2017,15,15K667,Sunset Park High School,1291,2.60,2.36,0.167,0.227,0.040,0.736,0.071,0.537,0.073,0.095,0.755,0.074,0.865,0.350
2017,15,15K684,Millennium Brooklyn HS,654,3.65,3.41,0.002,0.139,0.002,0.378,0.018,0.225,0.087,0.234,0.248,0.343,0.941,0.150
2017,16,16K393,Frederick Douglass Academy IV Secondary School,69,2.38,1.94,0.000,0.319,0.000,0.789,0.232,0.652,0.000,0.826,0.145,0.000,0.803,0.536
2017,16,16K455,Boys and Girls High School,396,2.42,2.09,0.051,0.290,0.083,0.773,0.144,0.586,0.018,0.836,0.104,0.023,0.847,0.443
2017,16,16K498,Brooklyn High School for Law and Technology,658,2.68,2.31,0.032,0.233,0.032,0.730,0.106,0.568,0.027,0.666,0.267,0.020,0.852,0.386
2017,16,16K594,Gotham Professional Arts Academy,203,2.52,2.11,0.034,0.281,0.000,0.741,0.212,0.522,0.000,0.798,0.177,0.010,0.779,0.650
2017,16,16K688,The Brooklyn Academy of Global Finance,112,2.30,1.97,0.080,0.250,0.000,0.820,0.286,0.634,0.063,0.741,0.134,0.045,0.778,0.592
2017,16,16K765,Nelson Mandela High School,265,2.45,2.12,0.015,0.249,0.053,0.772,0.109,0.615,0.004,0.853,0.109,0.015,0.780,0.630
2017,17,17K122,Pathways in Technology Early College High School (,573,2.79,2.47,0.014,0.157,0.000,0.539,0.073,0.358,0.028,0.855,0.099,0.005,0.925,0.189
2017,17,17K382,Academy for College Preparation and Career Explora,259,2.48,2.13,0.116,0.178,0.004,0.677,0.147,0.417,0.023,0.807,0.116,0.023,0.835,0.424
2017,17,17K408,Academy of Hospitality and Tourism,191,2.45,2.14,0.152,0.220,0.000,0.653,0.110,0.372,0.042,0.796,0.115,0.037,0.821,0.416
2017,17,17K524,International High School at Prospect Heights,420,1.88,1.96,0.888,0.057,0.005,0.903,0.240,0.338,0.179,0.221,0.474,0.117,0.883,0.314
2017,17,17K528,The High School for Global Citizenship,214,2.60,2.23,0.173,0.182,0.000,0.656,0.126,0.393,0.033,0.776,0.136,0.037,0.897,0.319
2017,17,17K531,"School for Human Rights, The",278,2.57,2.21,0.054,0.191,0.004,0.614,0.108,0.406,0.007,0.878,0.086,0.014,0.920,0.215
2017,17,17K533,School for Democracy and Leadership,212,2.45,2.14,0.061,0.236,0.033,0.622,0.203,0.358,0.009,0.915,0.038,0.024,0.736,0.661
2017,17,17K537,High School for Youth and Community Development at,432,2.57,2.18,0.104,0.229,0.000,0.692,0.146,0.486,0.016,0.794,0.139,0.025,0.877,0.355
2017,17,17K539,High School for Service & Learning at Erasmus,362,2.57,2.17,0.127,0.188,0.003,0.673,0.097,0.409,0.028,0.782,0.138,0.028,0.839,0.374
2017,17,17K543,"Science, Technology and Research Early College Hig",350,3.37,3.22,0.006,0.069,0.000,0.511,0.037,0.354,0.051,0.840,0.080,0.011,0.963,0.105
2017,17,17K546,High School for Public Service: Heroes of Tomorrow,460,3.13,2.77,0.022,0.146,0.026,0.619,0.065,0.428,0.046,0.754,0.172,0.011,0.934,0.157
2017,17,17K547,Brooklyn Academy of Science and the Environment,386,2.58,2.26,0.052,0.181,0.023,0.656,0.122,0.477,0.049,0.829,0.091,0.021,0.901,0.287
2017,17,17K548,Brooklyn School for Music & Theatre,312,2.57,2.12,0.016,0.199,0.006,0.700,0.173,0.538,0.010,0.808,0.154,0.019,0.832,0.437
2017,17,17K590,Medgar Evers College Preparatory School,945,3.48,3.25,0.005,0.081,0.000,0.472,0.043,0.293,0.025,0.886,0.053,0.007,0.894,0.347
2017,17,17K600,Clara Barton High School,1244,2.72,2.30,0.086,0.184,0.084,0.600,0.101,0.396,0.010,0.881,0.068,0.007,0.886,0.315
2017,17,17K745,Brooklyn Institute for Liberal Arts,359,2.62,2.21,0.056,0.198,0.000,0.611,0.123,0.435,0.011,0.891,0.064,0.014,0.928,0.199
2017,17,17K751,Academy for Health Careers,399,2.64,2.28,0.048,0.160,0.040,0.720,0.148,0.546,0.035,0.815,0.095,0.015,0.825,0.573
2017,18,18K563,It Takes a Village Academy,732,2.71,2.36,0.182,0.137,0.003,0.670,0.097,0.374,0.014,0.869,0.070,0.016,0.909,0.207
2017,18,18K566,Brooklyn Generation School,227,2.53,2.13,0.057,0.211,0.004,0.605,0.123,0.419,0.013,0.872,0.079,0.009,0.905,0.237
2017,18,18K567,Brooklyn Theatre Arts High School,372,2.53,2.14,0.024,0.169,0.013,0.674,0.110,0.497,0.008,0.815,0.113,0.019,0.823,0.617
2017,18,18K569,Kurt Hahn Expeditionary Learning School,382,2.50,2.10,0.031,0.228,0.010,0.616,0.118,0.419,0.005,0.927,0.060,0.003,0.889,0.350
2017,18,18K576,Victory Collegiate High School,340,2.55,2.20,0.018,0.241,0.006,0.618,0.115,0.444,0.006,0.859,0.065,0.006,0.878,0.386
2017,18,18K589,Arts & Media Preparatory Academy,184,2.54,2.10,0.125,0.201,0.016,0.724,0.120,0.554,0.027,0.793,0.114,0.060,0.814,0.526
2017,18,18K617,High School for Innovation in Advertising and Medi,282,2.52,2.19,0.082,0.170,0.021,0.594,0.074,0.387,0.011,0.848,0.110,0.021,0.864,0.456
2017,18,18K629,Cultural Academy for the Arts and Sciences,332,2.51,2.18,0.090,0.214,0.003,0.559,0.102,0.340,0.012,0.870,0.087,0.015,0.865,0.337
2017,18,18K633,High School for Medical Professions,428,2.85,2.49,0.035,0.157,0.002,0.585,0.072,0.411,0.030,0.818,0.131,0.016,0.905,0.300
2017,18,18K637,Academy for Conservation and the Environment,284,2.53,2.22,0.113,0.190,0.007,0.659,0.127,0.419,0.053,0.782,0.088,0.067,0.822,0.530
2017,18,18K642,Urban Action Academy,310,2.42,2.10,0.119,0.223,0.052,0.607,0.094,0.400,0.013,0.790,0.113,0.065,0.805,0.554
2017,19,19K404,Academy for Young Writers,375,2.88,2.30,0.011,0.208,0.000,0.653,0.069,0.483,0.011,0.712,0.243,0.011,0.879,0.442
2017,19,19K409,East New York Family Academy,286,2.67,2.42,0.049,0.213,0.014,0.705,0.070,0.524,0.042,0.587,0.353,0.007,0.882,0.414
2017,19,19K422,Spring Creek Community School,173,2.62,2.31,0.035,0.254,0.000,0.658,0.069,0.445,0.000,0.740,0.220,0.012,0.917,0.297
2017,19,19K502,FDNY - Captain Vernon A. Richards High School for,340,2.44,2.09,0.038,0.268,0.053,0.741,0.156,0.553,0.012,0.709,0.259,0.006,0.795,0.546
2017,19,19K504,High School for Civil Rights,284,2.39,2.09,0.074,0.232,0.007,0.780,0.215,0.585,0.011,0.743,0.215,0.018,0.737,0.643
2017,19,19K507,Performing Arts and Technology High School,466,2.54,2.15,0.090,0.204,0.049,0.778,0.167,0.586,0.019,0.693,0.268,0.006,0.861,0.331
2017,19,19K510,World Academy for Total Community Health High Scho,246,2.49,2.16,0.093,0.199,0.000,0.792,0.203,0.589,0.045,0.748,0.187,0.008,0.811,0.572
2017,19,19K583,Multicultural High School,202,1.80,1.74,0.916,0.020,0.000,0.950,0.124,0.342,0.000,0.000,0.995,0.005,0.903,0.314
2017,19,19K615,Transit Tech Career and Technical Education High S,838,2.52,2.23,0.062,0.257,0.005,0.668,0.101,0.496,0.047,0.592,0.320,0.020,0.839,0.403
2017,19,19K618,Academy of Innovative Technology,408,2.58,2.20,0.103,0.240,0.022,0.657,0.098,0.466,0.054,0.434,0.466,0.020,0.876,0.358
2017,19,19K639,Brooklyn Lab School,329,2.36,2.08,0.216,0.195,0.012,0.792,0.195,0.505,0.106,0.310,0.535,0.030,0.793,0.544
2017,19,19K659,Cypress Hills Collegiate Preparatory School,215,2.50,2.24,0.177,0.163,0.005,0.763,0.158,0.507,0.126,0.219,0.609,0.019,0.886,0.278
2017,19,19K660,W. H. Maxwell Career and Technical Education High,465,2.38,2.04,0.071,0.295,0.105,0.757,0.168,0.600,0.026,0.684,0.280,0.002,0.762,0.579
2017,19,19K683,"The School for Classics: An Academy of Thinkers, W",313,2.49,2.07,0.195,0.208,0.080,0.764,0.115,0.537,0.137,0.550,0.275,0.026,0.835,0.482
2017,19,19K764,The Urban Assembly School for Collaborative Health,230,2.65,2.28,0.213,0.165,0.009,0.715,0.130,0.443,0.157,0.413,0.365,0.017,0.871,0.450
2017,20,20K445,New Utrecht High School,3661,2.78,2.78,0.204,0.166,0.057,0.665,0.084,0.420,0.398,0.036,0.298,0.258,0.868,0.311
2017,20,20K485,High School of Telecommunication Arts and Technolo,1263,2.92,2.84,0.064,0.194,0.028,0.645,0.029,0.488,0.192,0.081,0.528,0.170,0.928,0.182
2017,20,20K490,Fort Hamilton High School,4551,3.00,2.92,0.166,0.152,0.040,0.624,0.078,0.393,0.274,0.043,0.315,0.347,0.900,0.267
2017,20,20K505,Franklin Delano Roosevelt High School,3183,2.67,2.54,0.365,0.143,0.057,0.769,0.167,0.415,0.390,0.117,0.314,0.174,0.887,0.286
2017,20,20K609,Urban Assembly School for Criminal Justice,341,2.99,2.65,0.120,0.152,0.006,0.716,0.070,0.537,0.472,0.196,0.170,0.150,0.897,0.341
2017,21,21K337,International High School at Lafayette,367,1.83,2.32,0.875,0.033,0.003,0.919,0.362,0.300,0.360,0.054,0.335,0.248,0.889,0.298
2017,21,21K344,Rachel Carson High School for Coastal Studies,587,2.86,2.55,0.131,0.196,0.000,0.628,0.056,0.426,0.119,0.198,0.235,0.434,0.864,0.391
2017,21,21K348,High School of Sports Management,273,2.52,2.23,0.088,0.238,0.004,0.708,0.110,0.531,0.040,0.553,0.256,0.121,0.806,0.533
2017,21,21K410,Abraham Lincoln High School,2049,2.73,2.44,0.181,0.162,0.057,0.689,0.087,0.444,0.168,0.390,0.230,0.195,0.860,0.377
2017,21,21K468,Kingsborough Early College School,349,3.24,3.09,0.003,0.189,0.000,0.476,0.014,0.324,0.060,0.209,0.266,0.447,0.912,0.224
2017,21,21K525,Edward R. Murrow High School,3894,3.04,2.93,0.092,0.186,0.052,0.581,0.121,0.358,0.254,0.226,0.216,0.267,0.907,0.223
2017,21,21K540,John Dewey High School,2325,2.76,2.67,0.190,0.142,0.041,0.685,0.120,0.435,0.310,0.332,0.218,0.121,0.882,0.232
2017,21,21K559,Life Academy High School for Film and Music,302,2.70,2.38,0.030,0.235,0.013,0.685,0.099,0.507,0.093,0.440,0.301,0.136,0.880,0.389
2017,21,21K572,Expeditionary Learning School for Community Leader,325,2.84,2.63,0.166,0.185,0.006,0.693,0.102,0.458,0.191,0.191,0.354,0.225,0.866,0.419
2017,21,21K620,William E. Grady Career and Technical Education Hi,539,2.47,2.18,0.080,0.332,0.104,0.647,0.126,0.462,0.050,0.660,0.193,0.078,0.820,0.456
2017,21,21K690,Brooklyn Studio Secondary School,653,2.89,2.64,0.129,0.198,0.009,0.611,0.047,0.407,0.185,0.038,0.283,0.481,0.871,0.402
2017,22,22K405,Midwood High School,4017,3.42,3.37,0.033,0.090,0.016,0.512,0.053,0.343,0.355,0.279,0.120,0.227,0.923,0.200
2017,22,22K425,James Madison High School,3418,3.02,2.83,0.135,0.149,0.039,0.541,0.059,0.341,0.194,0.182,0.176,0.440,0.941,0.131
2017,22,22K535,Leon M. Goldstein High School for the Sciences,1029,3.67,3.75,0.007,0.158,0.012,0.351,0.014,0.200,0.236,0.098,0.095,0.560,0.958,0.080
2017,22,22K555,Brooklyn College Academy,618,3.49,3.29,0.002,0.094,0.002,0.460,0.032,0.306,0.083,0.683,0.108,0.060,0.954,0.105
2017,22,22K611,Origins High School,434,2.75,2.44,0.161,0.127,0.002,0.685,0.111,0.419,0.138,0.362,0.221,0.263,0.832,0.518
2017,23,23K493,Brooklyn Collegiate: A College Board School,306,2.50,2.14,0.042,0.232,0.010,0.706,0.150,0.507,0.013,0.856,0.105,0.007,0.854,0.439
2017,23,23K514,Frederick Douglass Academy VII High School,206,2.35,2.03,0.049,0.320,0.000,0.726,0.233,0.500,0.015,0.840,0.121,0.005,0.824,0.442
2017,23,23K644,Eagle Academy for Young Men II,355,2.49,2.19,0.008,0.231,0.003,0.641,0.079,0.442,0.006,0.887,0.079,0.011,0.903,0.270
2017,23,23K697,Teachers Preparatory High School,238,2.48,2.14,0.042,0.328,0.101,0.736,0.164,0.525,0.017,0.790,0.164,0.021,0.804,0.502
