year,district,DBN,school_name,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,%_ELL,%_disability,%_self_contained,economic_need_index,%_temp_housing,%_HRA_eligible,%_asian,%_black,%_hispanic,%_white,student_attendance_rate,%_chronically_absent
2016,06,06M467,High School for Law and Public Service,615,2.41,2.16,0.270,0.220,0.093,0.825,0.172,0.623,0.003,0.161,0.815,0.020,0.867,0.395
2016,06,06M468,High School for Health Careers and Sciences,526,2.33,2.18,0.346,0.156,0.006,0.854,0.276,0.605,0.017,0.124,0.833,0.010,0.872,0.392
2016,06,06M540,A. Philip Randolph Campus High School,1438,2.72,2.48,0.099,0.138,0.024,0.779,0.119,0.603,0.053,0.298,0.609,0.017,0.861,0.394
2016,06,06M552,Gregorio Luperon High School for Science and Mathe,503,1.83,2.10,0.686,0.014,0.000,0.918,0.382,0.461,0.000,0.000,1.000,0.000,0.917,0.177
2016,07,07X221,South Bronx Preparatory: A College Board School,359,2.55,2.31,0.033,0.234,0.000,0.878,0.089,0.685,0.022,0.259,0.691,0.014,0.911,0.241
2016,07,07X223,M.S. 223 The Laboratory School of Finance and Tech,304,2.75,2.73,0.099,0.201,0.000,0.857,0.069,0.717,0.003,0.201,0.789,0.007,0.921,0.227
2016,07,07X259,"H.E.R.O. High (Health, Education, and Research Occ",343,2.51,2.28,0.102,0.195,0.000,0.792,0.155,0.609,0.012,0.370,0.586,0.009,0.861,0.432
2016,07,07X334,International Community High School,470,1.78,1.90,0.766,0.036,0.006,0.939,0.260,0.402,0.053,0.121,0.794,0.021,0.876,0.336
2016,07,07X427,Community School for Social Justice,326,2.32,2.11,0.110,0.267,0.015,0.849,0.138,0.684,0.006,0.279,0.699,0.012,0.801,0.601
2016,07,07X473,Mott Haven Village Preparatory High School,380,2.29,2.13,0.153,0.266,0.008,0.836,0.089,0.655,0.000,0.261,0.732,0.003,0.782,0.581
2016,07,07X495,University Heights Secondary School,482,3.01,2.87,0.021,0.133,0.006,0.792,0.089,0.612,0.027,0.286,0.656,0.015,0.930,0.214
2016,07,07X500,Hostos-Lincoln Academy of Science,337,2.97,2.83,0.027,0.154,0.000,0.813,0.071,0.608,0.030,0.163,0.769,0.012,0.915,0.213
2016,07,07X520,Foreign Language Academy of Global Studies,105,2.24,1.92,0.248,0.267,0.095,0.901,0.229,0.648,0.010,0.248,0.705,0.019,0.859,0.509
2016,07,07X522,Bronx Design and Construction Academy,577,2.36,2.25,0.147,0.267,0.038,0.803,0.137,0.619,0.014,0.243,0.705,0.028,0.802,0.567
2016,07,07X527,Bronx Leadership Academy II High School,504,2.29,2.20,0.159,0.270,0.006,0.832,0.131,0.677,0.022,0.290,0.669,0.008,0.846,0.446
2016,07,07X547,New Explorers High School,426,2.31,2.08,0.103,0.291,0.108,0.848,0.174,0.681,0.007,0.286,0.690,0.016,0.777,0.604
2016,07,07X548,Urban Assembly School for Careers in Sports,592,2.53,2.38,0.103,0.248,0.005,0.828,0.130,0.645,0.005,0.285,0.688,0.022,0.784,0.622
2016,07,07X551,The Urban Assembly Bronx Academy of Letters,345,2.30,2.09,0.116,0.267,0.093,0.879,0.075,0.704,0.006,0.275,0.696,0.017,0.827,0.462
2016,07,07X600,Alfred E. Smith Career and Technical Education Hig,415,2.23,2.07,0.234,0.282,0.034,0.806,0.154,0.624,0.010,0.241,0.728,0.012,0.828,0.486
2016,07,07X670,Health Opportunities High School,554,2.36,2.19,0.090,0.204,0.056,0.833,0.128,0.666,0.023,0.341,0.596,0.016,0.782,0.564
2016,08,08X269,Bronx Studio School for Writers and Artists,336,2.51,2.29,0.110,0.259,0.039,0.857,0.119,0.726,0.012,0.214,0.765,0.003,0.867,0.441
2016,08,08X282,Women's Academy of Excellence,338,2.37,2.12,0.086,0.231,0.009,0.778,0.145,0.595,0.068,0.456,0.402,0.038,0.774,0.599
2016,08,08X293,Renaissance High School for Musical Theater & Tech,452,2.46,2.18,0.038,0.270,0.004,0.713,0.104,0.558,0.035,0.285,0.604,0.064,0.819,0.523
2016,08,08X305,Pablo Neruda Academy,315,2.23,2.00,0.197,0.333,0.000,0.809,0.178,0.587,0.060,0.283,0.622,0.013,0.843,0.404
2016,08,08X312,Millennium Art Academy,457,2.48,2.19,0.044,0.300,0.002,0.786,0.109,0.624,0.018,0.287,0.674,0.013,0.829,0.452
2016,08,08X320,Pelham Lab High School,334,2.38,2.21,0.126,0.266,0.039,0.752,0.153,0.578,0.069,0.260,0.566,0.075,0.866,0.417
2016,08,08X332,Holcombe L. Rucker School of Community Research,193,2.19,1.98,0.098,0.295,0.036,0.844,0.181,0.658,0.010,0.446,0.508,0.021,0.833,0.521
2016,08,08X348,Schuylerville Preparatory High School,280,2.54,2.25,0.129,0.229,0.021,0.738,0.114,0.554,0.043,0.236,0.618,0.082,0.886,0.372
2016,08,08X349,Bronx River High School,298,2.35,2.13,0.158,0.252,0.037,0.764,0.178,0.581,0.034,0.272,0.614,0.047,0.861,0.446
2016,08,08X367,"Archimedes Academy for Math, Science and Technolog",402,2.47,2.26,0.075,0.286,0.124,0.715,0.122,0.517,0.057,0.323,0.592,0.017,0.806,0.547
2016,08,08X376,Antonia Pantoja Preparatory Academy: A College Boa,233,2.30,2.01,0.163,0.236,0.009,0.783,0.180,0.588,0.077,0.258,0.639,0.004,0.791,0.567
2016,08,08X405,Herbert H. Lehman High School,1092,2.50,2.29,0.108,0.255,0.113,0.706,0.095,0.525,0.116,0.243,0.518,0.103,0.798,0.496
2016,08,08X432,Bronx Bridges High School,315,1.85,2.06,0.790,0.152,0.019,0.925,0.286,0.568,0.089,0.057,0.819,0.025,0.837,0.428
2016,08,08X452,Bronx Guild,322,2.37,2.02,0.099,0.276,0.003,0.827,0.196,0.649,0.031,0.311,0.637,0.009,0.779,0.668
2016,08,08X519,Felisa Rincon de Gautier Institute for Law and Pub,275,2.28,1.98,0.149,0.342,0.051,0.857,0.251,0.673,0.033,0.251,0.676,0.018,0.799,0.512
2016,08,08X530,Banana Kelly High School,234,2.09,1.90,0.128,0.333,0.056,0.878,0.218,0.718,0.004,0.350,0.624,0.013,0.757,0.598
2016,08,08X558,Westchester Square Academy,540,2.62,2.37,0.054,0.217,0.009,0.678,0.094,0.483,0.057,0.250,0.559,0.100,0.866,0.442
2016,08,08X559,School for Tourism and Hospitality,305,2.35,2.14,0.148,0.210,0.010,0.853,0.226,0.639,0.016,0.357,0.597,0.013,0.826,0.511
2016,08,08X561,Bronx Compass High School,440,2.47,2.20,0.068,0.268,0.002,0.785,0.164,0.611,0.027,0.332,0.616,0.007,0.774,0.646
2016,09,09X227,Bronx Collegiate Academy,395,2.26,2.03,0.248,0.248,0.073,0.865,0.147,0.681,0.010,0.243,0.734,0.005,0.830,0.448
2016,09,09X231,Eagle Academy for Young Men,337,2.41,2.23,0.027,0.312,0.068,0.717,0.098,0.490,0.003,0.596,0.362,0.003,0.861,0.333
2016,09,09X241,Urban Assembly School for Applied Math and Science,361,2.48,2.60,0.066,0.247,0.000,0.838,0.075,0.598,0.011,0.338,0.640,0.008,0.889,0.323
2016,09,09X250,Eximius College Preparatory Academy: A College Boa,438,2.47,2.26,0.103,0.231,0.007,0.811,0.139,0.619,0.018,0.429,0.534,0.007,0.860,0.403
2016,09,09X252,Mott Hall Bronx High School,403,2.46,2.39,0.112,0.238,0.094,0.842,0.077,0.675,0.007,0.201,0.759,0.010,0.841,0.466
2016,09,09X260,Bronx Center for Science and Mathematics,460,2.96,2.84,0.039,0.200,0.033,0.789,0.093,0.617,0.080,0.257,0.637,0.015,0.906,0.244
2016,09,09X263,Validus Preparatory Academy: An Expeditionary Lear,394,2.34,2.21,0.122,0.246,0.096,0.837,0.137,0.624,0.010,0.279,0.703,0.005,0.801,0.552
2016,09,09X276,Leadership Institute,180,2.19,2.00,0.222,0.300,0.067,0.898,0.206,0.683,0.000,0.361,0.611,0.022,0.809,0.528
2016,09,09X297,Morris Academy for Collaborative Studies,443,2.26,2.03,0.185,0.289,0.047,0.843,0.178,0.630,0.011,0.264,0.709,0.009,0.805,0.459
2016,09,09X324,Bronx Early College Academy for Teaching & Learnin,286,2.74,2.46,0.070,0.126,0.007,0.819,0.087,0.573,0.035,0.294,0.654,0.014,0.860,0.423
2016,09,09X327,Comprehensive Model School Project M.S. 327,441,2.75,3.02,0.063,0.231,0.079,0.855,0.082,0.683,0.002,0.236,0.753,0.009,0.878,0.350
2016,09,09X329,DreamYard Preparatory School,294,2.31,2.08,0.190,0.231,0.010,0.869,0.252,0.636,0.014,0.374,0.599,0.003,0.827,0.428
2016,09,09X365,Academy for Language and Technology,311,1.86,2.09,0.627,0.048,0.003,0.930,0.354,0.559,0.000,0.000,1.000,0.000,0.895,0.324
2016,09,09X403,Bronx International High School,404,1.78,1.91,0.869,0.035,0.000,0.950,0.270,0.520,0.035,0.176,0.770,0.010,0.813,0.494
2016,09,09X404,School for Excellence,392,2.28,2.09,0.276,0.260,0.056,0.894,0.240,0.717,0.013,0.247,0.717,0.010,0.725,0.674
2016,09,09X412,Bronx High School of Business,309,2.29,2.06,0.304,0.243,0.049,0.870,0.220,0.599,0.023,0.288,0.660,0.016,0.817,0.462
2016,09,09X413,Bronx High School for Medical Science,259,2.82,2.65,0.046,0.116,0.058,0.841,0.100,0.649,0.093,0.324,0.552,0.012,0.937,0.187
2016,09,09X414,Jonathan Levin High School for Media and Communica,72,2.05,1.91,0.431,0.292,0.014,0.890,0.208,0.639,0.000,0.222,0.778,0.000,0.696,0.806
2016,09,09X505,"Bronx School for Law, Government and Justice",486,2.86,2.65,0.049,0.204,0.035,0.814,0.086,0.630,0.019,0.245,0.704,0.010,0.883,0.285
2016,09,09X517,Frederick Douglass Academy III Secondary School,420,2.29,2.09,0.124,0.207,0.050,0.896,0.221,0.740,0.005,0.448,0.512,0.024,0.767,0.664
2016,09,09X525,Bronx Leadership Academy High School,680,2.33,2.13,0.118,0.274,0.109,0.844,0.137,0.688,0.004,0.310,0.659,0.010,0.809,0.469
2016,09,09X543,High School for Violin and Dance,327,2.28,2.14,0.150,0.245,0.018,0.863,0.235,0.682,0.003,0.343,0.648,0.006,0.758,0.617
2016,09,09X564,Claremont International HS,351,1.87,1.96,0.803,0.031,0.000,0.976,0.370,0.444,0.057,0.256,0.652,0.028,0.872,0.347
2016,09,09X568,Young Women's Leadership School of the Bronx,78,2.81,2.84,0.038,0.167,0.000,0.784,0.128,0.654,0.013,0.397,0.564,0.013,0.928,0.165
2016,10,10X141,Riverdale / Kingsbridge Academy (Middle School / H,695,2.80,2.75,0.049,0.219,0.078,0.428,0.052,0.292,0.073,0.112,0.576,0.235,0.915,0.255
2016,10,10X213,Bronx Engineering and Technology Academy,410,2.40,2.35,0.085,0.229,0.002,0.770,0.120,0.590,0.054,0.332,0.580,0.024,0.826,0.516
2016,10,10X225,Theatre Arts Production Company School,427,2.54,2.27,0.052,0.262,0.007,0.802,0.075,0.649,0.009,0.260,0.700,0.009,0.847,0.452
2016,10,10X237,"The Marie Curie School for Medicine, Nursing, and",570,2.51,2.31,0.093,0.200,0.033,0.767,0.119,0.600,0.033,0.342,0.575,0.032,0.837,0.412
2016,10,10X243,West Bronx Academy for the Future,338,2.46,2.26,0.074,0.269,0.053,0.842,0.071,0.666,0.021,0.183,0.760,0.027,0.862,0.340
2016,10,10X264,Bronx Academy for Software Engineering (BASE),328,2.61,2.53,0.061,0.287,0.104,0.679,0.122,0.466,0.073,0.290,0.595,0.018,0.892,0.279
2016,10,10X268,Kingsbridge International High School,466,1.87,1.98,0.704,0.030,0.002,0.953,0.412,0.491,0.067,0.045,0.861,0.024,0.859,0.293
2016,10,10X284,Bronx School of Law and Finance,399,2.42,2.21,0.130,0.246,0.065,0.818,0.128,0.642,0.023,0.316,0.639,0.018,0.807,0.540
2016,10,10X342,International School for Liberal Arts,390,2.09,2.16,0.626,0.087,0.005,0.906,0.308,0.574,0.000,0.003,0.995,0.003,0.920,0.174
2016,10,10X351,Bronx Collaborative High School,353,2.48,2.28,0.187,0.210,0.011,0.840,0.190,0.595,0.020,0.297,0.626,0.034,0.827,0.449
2016,10,10X353,World View High School,289,2.38,2.22,0.339,0.225,0.042,0.824,0.159,0.540,0.003,0.277,0.682,0.014,0.891,0.316
2016,10,10X368,In-Tech Academy (M.S. / High School 368),528,2.68,2.36,0.106,0.182,0.002,0.751,0.091,0.570,0.030,0.112,0.811,0.045,0.923,0.224
2016,10,10X374,Knowledge and Power Preparatory Academy Internatio,499,2.55,2.37,0.110,0.253,0.048,0.762,0.128,0.539,0.026,0.303,0.621,0.026,0.860,0.406
2016,10,10X433,High School for Teaching and the Professions,468,2.36,2.12,0.203,0.239,0.013,0.833,0.141,0.626,0.017,0.182,0.769,0.017,0.804,0.536
2016,10,10X434,Belmont Preparatory High School,423,2.54,2.39,0.069,0.187,0.066,0.742,0.076,0.530,0.026,0.307,0.648,0.014,0.890,0.309
2016,10,10X437,Fordham High School for the Arts,379,2.78,2.52,0.013,0.195,0.003,0.740,0.098,0.557,0.013,0.338,0.612,0.021,0.919,0.208
2016,10,10X438,Fordham Leadership Academy for Business and Techno,410,2.27,2.08,0.154,0.300,0.117,0.862,0.163,0.698,0.015,0.276,0.676,0.024,0.839,0.454
2016,10,10X439,Bronx High School for Law and Community Service,392,2.43,2.18,0.115,0.273,0.020,0.844,0.176,0.676,0.010,0.242,0.707,0.023,0.836,0.464
2016,10,10X440,DeWitt Clinton High School,1694,2.54,2.36,0.223,0.178,0.078,0.772,0.158,0.531,0.090,0.307,0.534,0.042,0.830,0.450
2016,10,10X442,"Celia Cruz Bronx High School of Music, The",425,2.68,2.42,0.049,0.176,0.000,0.737,0.113,0.555,0.024,0.238,0.701,0.009,0.910,0.244
2016,10,10X445,Bronx High School of Science,3010,4.03,4.19,0.000,0.011,0.000,0.296,0.010,0.167,0.622,0.023,0.053,0.211,0.969,0.049
2016,10,10X477,Marble Hill High School for International Studies,447,2.69,2.72,0.262,0.096,0.002,0.812,0.172,0.573,0.110,0.224,0.611,0.051,0.936,0.190
2016,10,10X524,Crotona International High School,338,1.77,1.91,0.947,0.053,0.000,0.960,0.305,0.500,0.012,0.074,0.885,0.024,0.836,0.517
2016,10,10X546,Bronx Theatre High School,383,2.47,2.15,0.097,0.240,0.029,0.835,0.170,0.658,0.008,0.316,0.645,0.021,0.761,0.605
2016,10,10X549,Discovery High School,505,2.37,2.16,0.204,0.293,0.107,0.808,0.135,0.632,0.020,0.190,0.758,0.020,0.861,0.262
2016,10,10X565,High School for Energy and Technology,400,2.44,2.31,0.085,0.223,0.013,0.819,0.123,0.663,0.025,0.253,0.700,0.010,0.858,0.390
2016,10,10X696,High School of American Studies at Lehman College,369,4.01,4.05,0.000,0.030,0.000,0.230,0.016,0.111,0.217,0.033,0.146,0.564,0.969,0.049
2016,11,11X249,Bronx Health Sciences High School,333,2.71,2.47,0.051,0.114,0.036,0.632,0.096,0.474,0.075,0.471,0.372,0.039,0.922,0.185
2016,11,11X253,Bronx High School for Writing and Communication Ar,371,2.45,2.08,0.070,0.256,0.013,0.716,0.137,0.512,0.024,0.453,0.482,0.024,0.825,0.506
2016,11,11X265,Bronx Lab School,436,2.31,2.11,0.110,0.257,0.007,0.765,0.149,0.569,0.030,0.427,0.507,0.023,0.837,0.452
2016,11,11X270,Academy for Scholarship and Entrepreneurship: A Co,381,2.36,2.06,0.063,0.231,0.031,0.692,0.115,0.507,0.034,0.619,0.307,0.016,0.823,0.537
2016,11,11X275,High School of Computers and Technology,544,2.51,2.39,0.061,0.246,0.000,0.747,0.121,0.579,0.057,0.336,0.568,0.017,0.874,0.297
2016,11,11X288,Collegiate Institute for Math and Science,699,3.03,2.86,0.029,0.167,0.039,0.643,0.074,0.468,0.114,0.338,0.435,0.093,0.879,0.348
2016,11,11X290,Bronx Academy of Health Careers,457,2.38,2.18,0.118,0.236,0.044,0.780,0.147,0.602,0.048,0.398,0.510,0.028,0.864,0.375
2016,11,11X299,Astor Collegiate Academy,465,2.57,2.37,0.049,0.226,0.022,0.641,0.090,0.454,0.071,0.353,0.452,0.097,0.873,0.337
2016,11,11X418,Bronx High School for the Visual Arts,500,2.52,2.20,0.044,0.270,0.062,0.696,0.108,0.522,0.028,0.280,0.596,0.092,0.853,0.418
2016,11,11X455,Harry S Truman High School,2070,2.43,2.18,0.044,0.215,0.116,0.656,0.112,0.494,0.029,0.510,0.426,0.022,0.900,0.227
2016,11,11X508,Bronxdale High School,434,2.52,2.29,0.051,0.189,0.002,0.712,0.094,0.535,0.037,0.316,0.565,0.071,0.818,0.500
2016,11,11X509,High School of Language and Innovation,361,1.99,2.01,0.770,0.025,0.000,0.931,0.249,0.501,0.166,0.097,0.593,0.119,0.873,0.381
2016,11,11X513,New World High School,372,2.02,2.10,0.624,0.056,0.005,0.897,0.228,0.532,0.108,0.126,0.656,0.075,0.926,0.213
2016,11,11X514,The Bronxwood Preparatory Academy,421,2.39,2.08,0.055,0.221,0.031,0.665,0.116,0.451,0.038,0.627,0.254,0.055,0.896,0.281
2016,11,11X542,Pelham Preparatory Academy,490,2.73,2.55,0.018,0.210,0.024,0.600,0.086,0.439,0.047,0.347,0.508,0.069,0.920,0.238
2016,11,11X544,High School for Contemporary Arts,494,2.42,2.13,0.085,0.291,0.105,0.788,0.148,0.609,0.006,0.399,0.575,0.006,0.824,0.440
2016,11,11X545,Bronx Aerospace High School,395,2.36,2.19,0.109,0.311,0.063,0.754,0.154,0.552,0.030,0.339,0.585,0.025,0.830,0.418
2016,12,12X242,Mott Hall V,385,2.66,2.51,0.062,0.234,0.078,0.805,0.073,0.608,0.029,0.182,0.758,0.016,0.891,0.336
2016,12,12X248,"Metropolitan High School, The",341,2.24,2.10,0.229,0.270,0.053,0.822,0.182,0.625,0.012,0.199,0.765,0.006,0.796,0.618
2016,12,12X251,Explorations Academy,363,2.28,2.13,0.196,0.267,0.003,0.824,0.168,0.636,0.022,0.264,0.694,0.017,0.822,0.551
2016,12,12X267,Bronx Latin,317,2.56,2.41,0.107,0.230,0.003,0.846,0.126,0.685,0.016,0.202,0.782,0.000,0.899,0.303
2016,12,12X271,East Bronx Academy for the Future,411,2.37,2.07,0.109,0.314,0.073,0.875,0.187,0.696,0.010,0.241,0.737,0.010,0.801,0.593
2016,12,12X278,Peace and Diversity Academy,125,2.18,1.86,0.192,0.328,0.144,0.818,0.288,0.568,0.008,0.432,0.512,0.032,0.686,0.725
2016,12,12X372,Urban Assembly School for Wildlife Conservation,362,2.51,2.31,0.097,0.243,0.036,0.835,0.166,0.630,0.014,0.265,0.702,0.011,0.826,0.519
2016,12,12X388,Pan American International High School at Monroe,441,1.81,1.85,0.916,0.029,0.007,0.966,0.277,0.336,0.000,0.000,1.000,0.000,0.889,0.362
2016,12,12X478,The Cinema School,318,2.86,2.67,0.047,0.129,0.006,0.735,0.072,0.579,0.025,0.214,0.704,0.038,0.892,0.362
2016,12,12X479,Bronx Career and College Preparatory High School,323,2.31,2.11,0.155,0.294,0.009,0.844,0.251,0.628,0.006,0.421,0.548,0.015,0.757,0.591
2016,12,12X511,Bronx Envision Academy,396,2.39,2.19,0.129,0.227,0.000,0.823,0.177,0.604,0.020,0.333,0.609,0.020,0.817,0.498
2016,12,12X521,The Metropolitan Soundview High School,425,2.30,2.16,0.118,0.231,0.009,0.818,0.144,0.656,0.026,0.261,0.668,0.024,0.810,0.547
2016,12,12X550,High School of World Cultures,390,1.92,1.95,0.851,0.010,0.000,0.951,0.282,0.362,0.100,0.092,0.767,0.023,0.834,0.435
2016,12,12X682,Fannie Lou Hamer Freedom High School,492,2.29,2.10,0.087,0.289,0.098,0.836,0.152,0.699,0.004,0.293,0.693,0.006,0.806,0.585
2016,12,12X684,Wings Academy,500,2.29,2.10,0.042,0.254,0.010,0.822,0.130,0.670,0.010,0.556,0.408,0.010,0.791,0.518
2016,12,12X692,Monroe Academy for Visual Arts & Design,416,2.17,2.01,0.262,0.276,0.079,0.856,0.175,0.678,0.007,0.168,0.791,0.017,0.761,0.637
2016,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,311,2.57,2.17,0.042,0.196,0.016,0.778,0.119,0.569,0.013,0.723,0.235,0.003,0.809,0.668
2016,13,13K350,Urban Assembly High School of Music and Art,333,2.51,2.16,0.018,0.231,0.045,0.725,0.126,0.526,0.006,0.769,0.201,0.015,0.811,0.549
2016,13,13K412,"Brooklyn Community High School of Communication, A",379,2.47,2.13,0.045,0.214,0.008,0.758,0.108,0.591,0.011,0.789,0.182,0.003,0.834,0.479
2016,13,13K419,"Science Skills Center High School for Science, Tec",549,2.71,2.50,0.033,0.157,0.000,0.650,0.080,0.444,0.062,0.716,0.177,0.024,0.892,0.295
2016,13,13K430,Brooklyn Technical High School,5534,3.92,4.11,0.000,0.016,0.001,0.426,0.019,0.270,0.604,0.076,0.074,0.210,0.965,0.066
2016,13,13K439,Brooklyn International High School,362,1.90,2.25,0.804,0.030,0.000,0.903,0.157,0.445,0.312,0.185,0.359,0.144,0.920,0.219
2016,13,13K483,The Urban Assembly School for Law and Justice,459,2.75,2.49,0.015,0.146,0.002,0.585,0.046,0.425,0.024,0.717,0.209,0.011,0.906,0.253
2016,13,13K499,ACORN Community High School,373,2.38,2.14,0.038,0.290,0.011,0.743,0.174,0.531,0.013,0.834,0.129,0.019,0.774,0.517
2016,13,13K527,Urban Assembly Institute of Math and Science for Y,304,2.63,2.29,0.043,0.184,0.010,0.687,0.099,0.484,0.030,0.727,0.135,0.099,0.861,0.440
2016,13,13K595,Bedford Academy High School,361,3.16,2.94,0.003,0.122,0.003,0.510,0.033,0.316,0.028,0.834,0.072,0.022,0.924,0.188
2016,13,13K605,George Westinghouse Career and Technical Education,619,2.53,2.29,0.016,0.192,0.044,0.691,0.110,0.514,0.027,0.735,0.205,0.026,0.866,0.409
2016,13,13K670,Benjamin Banneker Academy,916,3.33,3.12,0.008,0.088,0.015,0.550,0.047,0.374,0.036,0.854,0.087,0.008,0.870,0.418
2016,13,13K674,"City Polytechnic High School of Engineering, Archi",451,2.85,2.76,0.018,0.188,0.009,0.531,0.058,0.341,0.033,0.761,0.160,0.029,0.897,0.264
2016,14,14K071,Juan Morel Campos Secondary School,387,2.18,2.04,0.220,0.292,0.026,0.862,0.114,0.661,0.005,0.129,0.814,0.036,0.872,0.380
2016,14,14K322,Foundations Academy,73,2.21,2.01,0.082,0.329,0.014,0.838,0.247,0.685,0.014,0.712,0.274,0.000,0.758,0.703
2016,14,14K449,"Brooklyn Latin School, The",664,3.83,3.98,0.000,0.026,0.000,0.436,0.021,0.264,0.402,0.172,0.140,0.134,0.935,0.193
2016,14,14K454,Green School: An Academy for Environmental Careers,261,2.33,2.08,0.322,0.226,0.023,0.842,0.207,0.571,0.000,0.295,0.682,0.015,0.846,0.475
2016,14,14K474,PROGRESS High School for Professional Careers,949,2.40,2.19,0.135,0.183,0.031,0.772,0.093,0.596,0.011,0.359,0.615,0.007,0.832,0.426
2016,14,14K477,School for Legal Studies,509,2.45,2.20,0.189,0.202,0.004,0.817,0.191,0.587,0.008,0.417,0.540,0.016,0.775,0.630
2016,14,14K478,"The High School for Enterprise, Business and Techn",913,2.55,2.43,0.080,0.198,0.022,0.726,0.091,0.536,0.035,0.353,0.582,0.020,0.867,0.354
2016,14,14K488,Brooklyn Preparatory High School,513,2.73,2.44,0.021,0.162,0.006,0.636,0.057,0.452,0.023,0.524,0.425,0.014,0.872,0.347
2016,14,14K558,Williamsburg High School for Architecture and Desi,573,2.61,2.47,0.037,0.260,0.003,0.682,0.087,0.511,0.033,0.302,0.607,0.044,0.903,0.294
2016,14,14K561,Williamsburg Preparatory School,680,2.78,2.59,0.032,0.168,0.007,0.660,0.040,0.494,0.034,0.151,0.710,0.097,0.897,0.299
2016,14,14K586,Lyons Community School,353,2.38,2.06,0.102,0.195,0.003,0.854,0.144,0.652,0.017,0.368,0.592,0.017,0.810,0.552
2016,14,14K610,Automotive High School,372,2.32,2.15,0.081,0.312,0.086,0.706,0.108,0.551,0.027,0.519,0.414,0.024,0.785,0.595
2016,14,14K614,Young Women's Leadership School of Brooklyn,237,2.79,2.47,0.038,0.143,0.000,0.716,0.068,0.473,0.042,0.641,0.249,0.021,0.895,0.306
2016,14,14K632,Frances Perkins Academy,110,2.36,2.14,0.055,0.309,0.018,0.800,0.145,0.618,0.018,0.627,0.291,0.036,0.878,0.297
2016,14,14K685,El Puente Academy for Peace and Justice,246,2.44,2.22,0.122,0.244,0.004,0.773,0.085,0.573,0.004,0.098,0.850,0.016,0.857,0.435
2016,15,15K429,Brooklyn School for Global Studies,169,2.48,2.23,0.071,0.254,0.012,0.745,0.059,0.550,0.047,0.550,0.349,0.053,0.871,0.446
2016,15,15K448,Brooklyn Secondary School for Collaborative Studie,415,2.65,2.28,0.039,0.277,0.002,0.638,0.077,0.451,0.046,0.424,0.422,0.092,0.830,0.520
2016,15,15K462,Secondary School for Law,357,2.61,2.32,0.025,0.148,0.006,0.660,0.084,0.490,0.025,0.669,0.232,0.031,0.847,0.443
2016,15,15K463,Secondary School for Journalism,222,2.55,2.27,0.095,0.189,0.000,0.694,0.090,0.509,0.063,0.509,0.365,0.050,0.813,0.550
2016,15,15K464,Park Slope Collegiate,356,2.50,2.28,0.079,0.197,0.000,0.607,0.084,0.483,0.065,0.472,0.376,0.031,0.885,0.344
2016,15,15K497,School for International Studies,311,2.54,2.40,0.090,0.161,0.003,0.697,0.087,0.524,0.039,0.486,0.334,0.125,0.813,0.615
2016,15,15K519,Cobble Hill School of American Studies,589,2.51,2.23,0.070,0.205,0.065,0.712,0.097,0.528,0.031,0.643,0.255,0.042,0.814,0.488
2016,15,15K592,Khalil Gibran International Academy,232,2.48,2.21,0.345,0.155,0.009,0.765,0.155,0.448,0.172,0.388,0.056,0.349,0.862,0.367
2016,15,15K656,Brooklyn High School of the Arts,924,2.88,2.61,0.010,0.120,0.037,0.583,0.048,0.411,0.028,0.683,0.224,0.024,0.916,0.245
2016,15,15K667,Sunset Park High School,1314,2.48,2.33,0.148,0.216,0.053,0.753,0.060,0.581,0.072,0.090,0.769,0.065,0.858,0.361
2016,15,15K684,Millennium Brooklyn HS,620,3.54,3.36,0.000,0.116,0.000,0.401,0.027,0.250,0.089,0.247,0.273,0.306,0.937,0.149
2016,16,16K393,Frederick Douglass Academy IV Secondary School,77,2.34,1.94,0.000,0.351,0.117,0.802,0.208,0.649,0.000,0.844,0.156,0.000,0.845,0.487
2016,16,16K455,Boys and Girls High School,383,2.28,2.11,0.042,0.345,0.057,0.783,0.146,0.598,0.013,0.880,0.073,0.013,0.822,0.432
2016,16,16K498,Brooklyn High School for Law and Technology,650,2.57,2.31,0.032,0.208,0.031,0.727,0.083,0.571,0.025,0.708,0.238,0.012,0.875,0.278
2016,16,16K594,Gotham Professional Arts Academy,197,2.43,2.18,0.030,0.249,0.005,0.778,0.213,0.563,0.000,0.817,0.152,0.005,0.755,0.645
2016,16,16K688,The Brooklyn Academy of Global Finance,126,2.18,2.04,0.095,0.302,0.048,0.851,0.238,0.683,0.056,0.754,0.159,0.016,0.795,0.672
2016,16,16K765,Nelson Mandela High School,212,2.34,2.11,0.009,0.236,0.052,0.775,0.108,0.608,0.000,0.877,0.090,0.019,0.794,0.493
2016,17,17K122,Pathways in Technology Early College High School (,517,2.71,2.49,0.012,0.151,0.004,0.560,0.052,0.377,0.025,0.867,0.097,0.002,0.927,0.200
2016,17,17K382,Academy for College Preparation and Career Explora,316,2.41,2.17,0.101,0.209,0.009,0.705,0.117,0.481,0.016,0.823,0.130,0.009,0.793,0.531
2016,17,17K408,Academy of Hospitality and Tourism,224,2.26,2.05,0.170,0.259,0.027,0.712,0.156,0.433,0.036,0.808,0.112,0.031,0.789,0.462
